placekey,location_name,lat,lon,top_category,sub_category,borough,income_known_devices,income_mixing_score,expected_mixing_score,mixing_residual_z,balance_score,expected_balance_score,balance_residual_z,bootstrap_stability_pct,months_confirmed,evidence_tier,direction
22b-224@627-s4t-w49,La'Moniques Desire,40.796257,-73.946165,Drinking Places (Alcoholic Beverages),Drinking Places (Alcoholic Beverages),Manhattan,148,0.9737,0.9431,0.838,0.853,0.7694,1.172,,0,none,
22d-223@627-wff-qs5,Latin Grooves Bar and Lounge,40.626498,-74.075891,Performing Arts Companies,Theater Companies and Dinner Theaters,Staten Island,106,0.9834,0.9639,0.314,0.8892,0.7904,1.071,,0,none,
225-224@627-wdc-efz,Crab Du Jour,40.586273,-73.971545,Restaurants and Other Eating Places,Full-Service Restaurants,Brooklyn,559,0.9394,0.9416,-0.1,0.7755,0.7625,0.167,,0,none,
22y-226@627-wh2-n5z,Terrace Fitness,40.660194,-73.980341,Other Amusement and Recreation Industries,Fitness and Recreational Sports Centers,Brooklyn,126,0.7414,0.9319,-5.567,0.506,0.7859,-4.333,100.0,1,stable_single_month,less_mixed_than_expected
23c-223@627-s8b-vcq,Antojitos Ecuatorianos,40.684125,-73.870152,Restaurants and Other Eating Places,Full-Service Restaurants,Brooklyn,73,0.9305,0.9208,0.248,0.7979,0.7634,0.497,,0,none,
233-222@627-wgy-f2k,Avocado Farm Meat Market,40.644492,-74.014335,Specialty Food Stores,,Brooklyn,116,0.961,0.9353,0.713,0.7996,0.7504,0.723,,0,none,
zzz-222@627-s6c-d7q,Monsignor Raul Del Valle Square,40.820659,-73.890757,"Museums, Historical Sites, and Similar Institutions",Nature Parks and Other Similar Institutions,Bronx,1872,0.8171,0.7652,0.677,0.5979,0.5631,0.416,,0,none,
223-226@627-wbz-3t9,Battery Park Green Line,40.706949,-74.016905,"Museums, Historical Sites, and Similar Institutions",Nature Parks and Other Similar Institutions,Manhattan,623,0.962,0.9733,-0.231,0.799,0.8466,-0.601,,0,none,
232-225@627-s8q-hwk,Archaeological Institute Of America,40.754859,-73.929212,Amusement Parks and Arcades,Amusement and Theme Parks,Queens,98,0.9315,0.9071,0.53,0.7602,0.7424,0.273,,0,none,
237-223@627-wdg-tvz,Royal Food Market,40.611604,-73.973235,Grocery Stores,Supermarkets and Other Grocery (except Convenience) Stores,Brooklyn,116,0.9418,0.9244,0.472,0.8103,0.7424,1.011,,0,none,
227-224@627-wh3-zpv,Brooklyn Click and Connect,40.646915,-73.969779,Other Amusement and Recreation Industries,All Other Amusement and Recreation Industries,Brooklyn,55,0.9551,0.9282,0.746,0.7955,0.755,0.589,,0,none,
22m-222@627-s9p-w6k,Awg Food,40.700964,-73.808155,Restaurants and Other Eating Places,Restaurants and Other Eating Places,Queens,95,0.9457,0.8995,0.999,0.7632,0.701,0.911,,0,none,
zzy-226@627-s9x-d9z,3711 Push Fitness,40.731084,-73.781246,Other Amusement and Recreation Industries,Fitness and Recreational Sports Centers,Queens,236,0.9388,0.8847,1.172,0.7542,0.6982,0.823,,0,none,
239-222@627-wc8-3t9,Little Branch,40.730069,-74.005037,Restaurants and Other Eating Places,Full-Service Restaurants,Manhattan,93,0.9451,0.9416,0.145,0.8011,0.8033,0.013,,0,none,
zzy-22c@627-s6m-rrk,Target,40.849236,-73.934209,"General Merchandise Stores, including Warehouse Clubs and Supercenters",Warehouse Clubs and Supercenters,Manhattan,351,0.7867,0.8877,-2.523,0.5207,0.6692,-1.966,,0,none,
zzy-22h@627-s2c-fcq,Cafe Tealicious,40.713255,-73.736225,Restaurants and Other Eating Places,Snack and Nonalcoholic Beverage Bars,Queens,100,0.9265,0.8735,1.148,0.7375,0.6749,0.917,,0,none,
zzz-222@627-s84-k2k,Success Garden,40.66472,-73.897522,"Museums, Historical Sites, and Similar Institutions",Nature Parks and Other Similar Institutions,Brooklyn,376,0.8734,0.9218,-1.441,0.6622,0.748,-1.35,,0,none,
222-224@627-s93-qxq,66 Wyckoff Convenience Inc.,40.705211,-73.9209,Grocery Stores,Convenience Stores,Brooklyn,74,0.8992,0.9406,-1.237,0.723,0.7879,-1.03,,0,none,
222-22g@627-s8k-s89,Slopey Joe,40.730057,-73.980081,Restaurants and Other Eating Places,Snack and Nonalcoholic Beverage Bars,Manhattan,399,0.9592,0.9691,-0.197,0.8076,0.8514,-0.549,,0,none,
222-225@627-wff-skf,Western Beef,40.631703,-74.075813,Grocery Stores,Supermarkets and Other Grocery (except Convenience) Stores,Staten Island,255,0.9833,0.9447,0.644,0.8873,0.7798,1.17,,0,none,
224-223@627-s7s-r8v,Tulcingo Bakery,40.750059,-73.862375,Restaurants and Other Eating Places,Snack and Nonalcoholic Beverage Bars,Queens,566,0.9227,0.9192,0.079,0.7292,0.7152,0.219,,0,none,
22h-222@627-s9q-qcq,Kassims Bakery & Restaurant,40.706925,-73.789786,Restaurants and Other Eating Places,Full-Service Restaurants,Queens,81,0.9362,0.9122,0.521,0.7593,0.7493,0.16,,0,none,
22n-224@627-wd9-sdv,A&S Fine Foods,40.590728,-73.969669,Restaurants and Other Eating Places,Limited-Service Restaurants,Brooklyn,131,0.9361,0.9242,0.312,0.7748,0.7412,0.483,,0,none,
22s-222@627-s6m-rrk,Los Mocano Deli Grocery,40.848602,-73.934622,Grocery Stores,Supermarkets and Other Grocery (except Convenience) Stores,Manhattan,69,0.8206,0.8981,-1.922,0.6123,0.721,-1.427,,0,none,
22z-227@627-s8j-ks5,Insomnia Cookies,40.744986,-73.978893,Restaurants and Other Eating Places,Snack and Nonalcoholic Beverage Bars,Manhattan,236,0.9698,0.9565,0.394,0.822,0.8232,0.026,,0,none,
22r-222@627-wd8-x5z,Elegante Pastry Shop,40.596556,-73.978167,Restaurants and Other Eating Places,Snack and Nonalcoholic Beverage Bars,Brooklyn,79,0.9548,0.9216,0.928,0.8006,0.7391,0.913,,0,none,
22s-222@627-s94-b49,Maya Fusion Cafe,40.686018,-73.911608,Restaurants and Other Eating Places,Full-Service Restaurants,Brooklyn,205,0.9828,0.9528,0.836,0.8902,0.811,1.185,,0,none,
233-222@627-s8x-xwk,Little Cupcake Bakeshop,40.6785,-73.968831,Restaurants and Other Eating Places,Limited-Service Restaurants,Brooklyn,53,0.9326,0.9472,-0.458,0.783,0.7991,-0.28,,0,none,
239-222@627-wc7-94v,Wing Kei Noodle,40.715424,-73.994082,Restaurants and Other Eating Places,Full-Service Restaurants,Manhattan,271,0.9803,0.9848,-0.059,0.8681,0.8996,-0.384,,0,none,
22q-223@627-wdj-tvz,Tsob Tsobe,40.587895,-73.960047,Restaurants and Other Eating Places,Full-Service Restaurants,Brooklyn,85,0.9439,0.9247,0.522,0.7647,0.7529,0.149,,0,none,
22s-222@627-s8y-7bk,States Express Deli,40.687759,-73.984412,Restaurants and Other Eating Places,Limited-Service Restaurants,Brooklyn,102,0.9032,0.9668,-1.881,0.7034,0.8404,-2.136,,0,none,
zzz-222@627-wdc-jn5,Grady Playground,40.583076,-73.964707,Other Amusement and Recreation Industries,All Other Amusement and Recreation Industries,Brooklyn,3114,0.9809,0.9697,0.289,0.8577,0.8528,0.043,,0,none,
22g-223@627-wc7-q75,SoulCycle,40.727873,-73.993451,Other Amusement and Recreation Industries,Fitness and Recreational Sports Centers,Manhattan,135,0.9704,0.9711,0.039,0.8426,0.8445,0.017,,0,none,
22r-222@627-wd9-tqf,Dunkin',40.590462,-73.972823,Restaurants and Other Eating Places,Snack and Nonalcoholic Beverage Bars,Brooklyn,169,0.93,0.926,0.081,0.7456,0.7246,0.289,,0,none,
22h-223@627-s89-hwk,Chris Two Flavor,40.680269,-73.844006,Restaurants and Other Eating Places,Full-Service Restaurants,Queens,544,0.922,0.9205,0.034,0.7459,0.7207,0.379,,0,none,
22r-222@627-wbv-gkz,Jollibee,40.755776,-73.9911,Restaurants and Other Eating Places,Limited-Service Restaurants,Manhattan,72,0.977,0.9745,0.119,0.8646,0.8597,0.108,,0,none,
226-222@627-s4k-d7q,Paris Baguette,40.795006,-73.971201,Restaurants and Other Eating Places,Full-Service Restaurants,Manhattan,106,0.9453,0.9391,0.216,0.7807,0.7774,0.086,,0,none,
zzw-223@627-wdj-b49,House Garden,40.592725,-73.948961,Restaurants and Other Eating Places,Full-Service Restaurants,Brooklyn,163,0.9282,0.9287,-0.05,0.7485,0.7417,0.072,,0,none,
22c-222@627-s4s-bff,The Expat,40.815494,-73.960081,Restaurants and Other Eating Places,Full-Service Restaurants,Manhattan,141,0.9894,0.9276,1.635,0.906,0.7725,1.847,,0,none,
22d-229@627-s8r-fj9,Starbucks,40.757776,-73.979585,Restaurants and Other Eating Places,Snack and Nonalcoholic Beverage Bars,Manhattan,119,0.9734,0.9808,-0.134,0.8571,0.8904,-0.407,,0,none,
22t-223@627-s6m-b8v,39 Hggrocery,40.847113,-73.932226,Grocery Stores,Supermarkets and Other Grocery (except Convenience) Stores,Manhattan,783,0.9636,0.922,1.119,0.8311,0.6962,1.865,,0,none,
22s-222@627-rwb-5j9,Sing Wok Chinese Restaurant,40.872175,-73.877519,Restaurants and Other Eating Places,Full-Service Restaurants,Bronx,90,0.4863,0.7059,-2.886,0.3194,0.4911,-2.058,,0,none,
223-222@627-rwx-d7q,KFC,40.82677,-73.857728,Restaurants and Other Eating Places,Limited-Service Restaurants,Bronx,968,0.9231,0.8694,0.701,0.7606,0.6946,0.79,,0,none,
233-222@627-rwy-btv,J S R Deli,40.847899,-73.856301,Restaurants and Other Eating Places,Limited-Service Restaurants,Bronx,71,0.937,0.9123,0.319,0.7817,0.745,0.439,,0,none,
229-223@627-s86-2ff,Dunkin',40.646805,-73.88315,Restaurants and Other Eating Places,Snack and Nonalcoholic Beverage Bars,Brooklyn,125,0.8309,0.9229,-2.706,0.55,0.7515,-3.128,,0,none,
22b-224@627-wc8-49z,The Marketplace at St Anthony's,40.727242,-74.001336,Used Merchandise Stores,Used Merchandise Stores,Manhattan,68,0.9513,0.9592,-0.148,0.7904,0.8219,-0.383,,0,none,
222-222@627-s96-yd9,The Commodore,40.71391,-73.955869,Restaurants and Other Eating Places,Full-Service Restaurants,Brooklyn,67,0.9853,0.9433,1.184,0.8843,0.797,1.31,,0,none,
22m-223@627-s5x-8vz,Bocaditos Bistro,40.866866,-73.92397,Restaurants and Other Eating Places,Full-Service Restaurants,Manhattan,117,0.8341,0.8805,-1.128,0.5919,0.6727,-1.05,,0,none,
zzz-222@627-s7z-b6k,Manley's Pl,40.674669,-73.878387,"Museums, Historical Sites, and Similar Institutions",Nature Parks and Other Similar Institutions,Brooklyn,121,0.9142,0.9103,0.078,0.7376,0.7257,0.151,,0,none,
22x-22n@627-s96-7t9,Velvet Brooklyn,40.70993,-73.962702,Restaurants and Other Eating Places,Restaurants and Other Eating Places,Brooklyn,129,0.9864,0.9413,1.274,0.8798,0.7869,1.396,,0,none,
22m-224@627-rw7-6rk,Aden1 Deli,40.871151,-73.843281,Specialty Food Stores,,Bronx,259,0.964,0.9384,0.332,0.833,0.7717,0.734,,0,none,
22m-224@627-s94-fvf,Phoenix Community Garden,40.678507,-73.912083,"Museums, Historical Sites, and Similar Institutions",Nature Parks and Other Similar Institutions,Brooklyn,518,0.9475,0.9257,0.596,0.8234,0.7599,0.942,,0,none,
zzy-227@627-s8t-w49,Dr. Betty Shabazz SUNY ATTAIN Computer Learning Center,40.687661,-73.936377,Civic and Social Organizations,Civic and Social Organizations,Brooklyn,80,0.9907,0.9419,1.382,0.9062,0.7846,1.837,,0,none,
zzz-222@627-wg2-5j9,Lindower Park,40.612078,-73.911529,"Museums, Historical Sites, and Similar Institutions",Nature Parks and Other Similar Institutions,Brooklyn,439,0.8667,0.8604,0.146,0.68,0.663,0.227,,0,none,
22w-222@627-wgw-435,Toss It,40.633754,-73.985225,Special Food Services,,Brooklyn,54,0.9111,0.9181,-0.237,0.713,0.7451,-0.526,,0,none,
zzy-22j@627-s8j-59f,Union Square Greenmarket,40.735427,-73.989981,Specialty Food Stores,Fruit and Vegetable Markets,Manhattan,551,0.9967,0.9839,0.384,0.9487,0.8979,0.729,,0,none,
zzy-22m@627-s8d-xqz,Starbucks,40.742832,-73.953851,Restaurants and Other Eating Places,Snack and Nonalcoholic Beverage Bars,Queens,399,0.9717,0.9639,0.171,0.8358,0.8248,0.176,,0,none,
225-225@627-sb7-5s5,Viva Tacos,40.763151,-73.874923,Restaurants and Other Eating Places,Full-Service Restaurants,Queens,253,0.8879,0.8964,-0.182,0.663,0.7092,-0.648,,0,none,
227-223@627-s6c-dqf,Los Hermanos,40.822558,-73.895352,Specialty Food Stores,Meat Markets,Bronx,92,0.7952,0.6994,1.253,0.5707,0.4652,1.262,,0,none,
zzz-222@627-vvj-7qz,Clawson Playground,40.56078,-74.123924,Other Amusement and Recreation Industries,All Other Amusement and Recreation Industries,Staten Island,550,0.8244,0.7953,0.481,0.6091,0.6294,-0.281,,0,none,
229-222@627-sb4-zvf,Mbm Halal Food Inc,40.783378,-73.918252,Restaurants and Other Eating Places,,Queens,96,0.9156,0.8582,1.243,0.7057,0.6847,0.319,,0,none,
22c-222@627-s8w-qfz,Diana Food Center,40.668531,-73.936543,Grocery Stores,Convenience Stores,Brooklyn,356,0.955,0.9367,0.498,0.8265,0.7953,0.447,,0,none,
222-224@627-s5w-s3q,Terrace View Deli,40.87602,-73.913021,Grocery Stores,Supermarkets and Other Grocery (except Convenience) Stores,Manhattan,55,0.9135,0.8722,1.11,0.6818,0.7104,-0.344,,0,none,
223-222@627-rwb-5s5,Family Dollar Stores,40.872086,-73.875307,"General Merchandise Stores, including Warehouse Clubs and Supercenters",All Other General Merchandise Stores,Bronx,125,0.7386,0.8046,-0.869,0.51,0.5897,-0.956,,0,none,
zzz-222@627-wg7-6kz,Fidler-Wyckoff House Park,40.644418,-73.920685,"Museums, Historical Sites, and Similar Institutions",Nature Parks and Other Similar Institutions,Brooklyn,796,0.9446,0.9516,-0.238,0.7827,0.814,-0.514,,0,none,
223-225@627-s4q-zvf,Etienne Brower,40.770429,-73.986005,Other Amusement and Recreation Industries,Fitness and Recreational Sports Centers,Manhattan,134,0.9283,0.9448,-0.364,0.7257,0.7843,-0.749,,0,none,
223-226@627-s99-ct9,BUNSIK Korean Street Food,40.762551,-73.827985,Restaurants and Other Eating Places,Full-Service Restaurants,Queens,101,0.9407,0.9247,0.348,0.7599,0.7485,0.181,,0,none,
223-22j@627-s8d-tn5,Osteria Brooklyn,40.743594,-73.959321,Restaurants and Other Eating Places,Limited-Service Restaurants,Queens,129,0.9439,0.9435,0.012,0.8198,0.7787,0.608,,0,none,
224-222@627-s6j-cbk,Kristana hair place,40.864649,-73.908193,Personal Care Services,Beauty Salons,Bronx,66,0.582,0.8724,-3.813,0.3447,0.6421,-3.565,,0,none,
224-224@627-s6b-ce5,El Rinconcito del Sabor,40.843409,-73.914991,Restaurants and Other Eating Places,Full-Service Restaurants,Bronx,468,0.7027,0.7236,-0.278,0.4701,0.4935,-0.282,,0,none,
225-223@627-rwb-yvz,Manny Sammy Deli Gr,40.850886,-73.867176,Specialty Food Stores,,Bronx,141,0.8057,0.8002,0.068,0.5603,0.5932,-0.395,,0,none,
226-222@627-rw7-2p9,Cespedes Enilson,40.87783,-73.853027,Grocery Stores,Supermarkets and Other Grocery (except Convenience) Stores,Bronx,68,0.9397,0.896,0.569,0.7463,0.7019,0.532,,0,none,
226-224@627-s93-bhq,Stanwix Convenience,40.69833,-73.933575,Grocery Stores,Convenience Stores,Brooklyn,60,0.9164,0.9407,-0.741,0.75,0.7908,-0.66,,0,none,
227-223@627-wbn-kvf,Graces,40.739427,-74.002188,Restaurants and Other Eating Places,Limited-Service Restaurants,Manhattan,172,0.9978,0.9751,0.635,0.9578,0.8694,1.238,,0,none,
226-223@627-wgb-99f,Wingstop,40.656263,-73.931227,Restaurants and Other Eating Places,Limited-Service Restaurants,Brooklyn,141,0.9461,0.9226,0.648,0.8209,0.7558,0.968,,0,none,
zzz-222@627-s6c-w49,Youth Village,40.828694,-73.902933,Other Amusement and Recreation Industries,All Other Amusement and Recreation Industries,Bronx,320,0.5342,0.7091,-2.299,0.3438,0.5028,-1.907,,0,none,
222-222@627-vsv-nt9,Ohkami Ramen,40.544966,-74.165407,Restaurants and Other Eating Places,Full-Service Restaurants,Staten Island,156,0.7275,0.7373,-0.194,0.4744,0.5226,-0.598,,0,none,
zzz-223@627-wdk-dy9,I S 234,40.604148,-73.954902,"Museums, Historical Sites, and Similar Institutions",Nature Parks and Other Similar Institutions,Brooklyn,454,0.9342,0.9376,-0.133,0.7373,0.747,-0.181,,0,none,
zzy-235@627-s8q-v2k,Strawberry Fields,40.761748,-73.97811,"Museums, Historical Sites, and Similar Institutions",Nature Parks and Other Similar Institutions,Manhattan,92,0.9668,0.9653,0.095,0.8125,0.8341,-0.25,,0,none,
228-223@627-tny-x5z,Davie's Roti Shop & Smoothie Bar,40.67541,-73.810386,Restaurants and Other Eating Places,Snack and Nonalcoholic Beverage Bars,Queens,302,0.8356,0.8824,-1.009,0.5811,0.6535,-1.026,,0,none,
22c-222@627-s8j-cwk,Pinkberry,40.737241,-73.997296,Restaurants and Other Eating Places,Snack and Nonalcoholic Beverage Bars,Manhattan,122,0.9743,0.9702,0.161,0.8689,0.8531,0.256,,0,none,
222-224@627-s8d-y5f,Hibino,40.742653,-73.952046,Restaurants and Other Eating Places,Full-Service Restaurants,Queens,109,0.976,0.9442,0.688,0.844,0.7775,0.974,,0,none,
22h-222@627-s8v-cwk,Briyana Organics Deli,40.681152,-73.953324,Specialty Food Stores,,Brooklyn,209,0.9645,0.9511,0.352,0.8409,0.8117,0.416,,0,none,
22n-222@627-s6m-p7q,Floridita Bakery,40.847884,-73.93812,Restaurants and Other Eating Places,Snack and Nonalcoholic Beverage Bars,Manhattan,72,0.8702,0.8855,-0.333,0.6319,0.6768,-0.563,,0,none,
22s-222@627-wf8-tvz,African Mobile Kitchen,40.614654,-74.085,Restaurants and Other Eating Places,Full-Service Restaurants,Staten Island,186,0.9873,0.9657,0.349,0.8884,0.8198,0.729,,0,none,
233-222@627-sb6-bff,The Queensboro,40.755141,-73.88701,Restaurants and Other Eating Places,Full-Service Restaurants,Queens,161,0.9245,0.8899,0.75,0.7314,0.7136,0.272,,0,none,
23c-222@627-sbb-2rk,Papa John's,40.760375,-73.907039,Restaurants and Other Eating Places,Limited-Service Restaurants,Queens,55,0.9277,0.8759,1.121,0.7273,0.696,0.467,,0,none,
22d-222@627-wg6-w8v,A & S Superette,40.647301,-73.907774,Grocery Stores,Supermarkets and Other Grocery (except Convenience) Stores,Brooklyn,249,0.9244,0.9413,-0.524,0.762,0.787,-0.416,,0,none,
22n-222@627-s8x-c3q,Pitkin Pork Truck,40.668966,-73.91466,Restaurants and Other Eating Places,Limited-Service Restaurants,Brooklyn,102,0.8118,0.9117,-2.935,0.5809,0.7498,-2.628,,0,none,
22s-222@627-wdj-hyv,Coffee Spot Cafe,40.587323,-73.952803,Restaurants and Other Eating Places,Snack and Nonalcoholic Beverage Bars,Brooklyn,108,0.9519,0.925,0.747,0.794,0.7435,0.743,,0,none,
224-223@627-s7t-psq,Bamboo Ya,40.721522,-73.849057,Restaurants and Other Eating Places,Full-Service Restaurants,Queens,258,0.9311,0.8935,0.814,0.8004,0.6865,1.656,,0,none,
23c-223@627-rwd-dsq,Klassique Bar and Lounge,40.881616,-73.838305,Restaurants and Other Eating Places,Full-Service Restaurants,Bronx,91,0.9049,0.9072,-0.034,0.761,0.7504,0.127,,0,none,
23m-222@627-wgz-zzz,Mr. Wish,40.629502,-74.005483,Restaurants and Other Eating Places,Snack and Nonalcoholic Beverage Bars,Brooklyn,83,0.9427,0.9202,0.618,0.756,0.7275,0.406,,0,none,
228-223@627-s9s-vcq,Happy Days Lounge,40.69984,-73.831119,Drinking Places (Alcoholic Beverages),,Queens,398,0.8581,0.8923,-0.736,0.6351,0.6868,-0.729,,0,none,
zzy-22g@627-sb9-7dv,Gyro World,40.764853,-73.91734,Restaurants and Other Eating Places,Restaurants and Other Eating Places,Queens,136,0.857,0.902,-0.97,0.6176,0.6894,-1.016,,0,none,
22g-222@627-s6d-cef,Papa John's,40.824869,-73.947619,Restaurants and Other Eating Places,Limited-Service Restaurants,Manhattan,329,0.8974,0.9574,-1.475,0.7135,0.814,-1.316,,0,none,
22h-222@627-s8z-kvf,209 Sullivan Food,40.664598,-73.954077,Grocery Stores,Supermarkets and Other Grocery (except Convenience) Stores,Brooklyn,177,0.9707,0.956,0.392,0.8291,0.8124,0.224,,0,none,
22q-222@627-s8h-tqf,Chipotle Mexican Grill,40.739854,-73.985106,Restaurants and Other Eating Places,Limited-Service Restaurants,Manhattan,132,0.9881,0.9679,0.572,0.8883,0.8411,0.679,,0,none,
22w-222@627-s6h-7qz,U S Sport,40.860047,-73.908991,Other Amusement and Recreation Industries,Fitness and Recreational Sports Centers,Bronx,337,0.6125,0.7802,-2.204,0.3872,0.5472,-1.918,,0,none,
zzy-223@627-rwt-mhq,Wilkinson Park,40.843225,-73.836363,"Museums, Historical Sites, and Similar Institutions",Nature Parks and Other Similar Institutions,Bronx,204,0.9319,0.871,0.796,0.788,0.7191,0.825,,0,none,
zzy-222@627-s6f-b8v,Sisyphus Stones,40.845249,-73.946115,"Museums, Historical Sites, and Similar Institutions",Historical Sites,Manhattan,222,0.9789,0.951,0.769,0.8525,0.8166,0.527,,0,none,
222-223@627-wc8-4d9,Bedford Triangle Park,40.728585,-74.003458,"Museums, Historical Sites, and Similar Institutions",Nature Parks and Other Similar Institutions,Manhattan,152,0.9557,0.9736,-0.399,0.8125,0.8535,-0.511,,0,none,
223-222@627-wdb-rhq,Baskin Robbins,40.575793,-73.981025,Restaurants and Other Eating Places,Snack and Nonalcoholic Beverage Bars,Brooklyn,96,0.9528,0.9341,0.509,0.7865,0.7781,0.096,,0,none,
223-225@627-s8v-6p9,The Swan,40.68908,-73.955217,Restaurants and Other Eating Places,Full-Service Restaurants,Brooklyn,88,0.9725,0.9456,0.746,0.8409,0.7936,0.694,,0,none,
zzy-225@627-s7t-sdv,Sushi 33,40.727408,-73.860405,Restaurants and Other Eating Places,Full-Service Restaurants,Queens,160,0.8938,0.8877,0.136,0.6797,0.6889,-0.117,,0,none,
zzy-225@627-s8j-9j9,Charlie's Fashion Hot Dogs,40.74667,-73.994265,Restaurants and Other Eating Places,Limited-Service Restaurants,Manhattan,96,0.9878,0.968,0.563,0.901,0.8414,0.849,,0,none,
zzy-222@627-s4r-p5f,Chipotle Mexican Grill,40.786229,-73.977866,Restaurants and Other Eating Places,Limited-Service Restaurants,Manhattan,114,0.8964,0.9365,-0.968,0.7215,0.7716,-0.634,,0,none,
zzy-222@627-s9g-pqf,Cozy Eyelash,40.784546,-73.808719,Personal Care Services,Beauty Salons,Queens,122,0.8736,0.8756,-0.041,0.6639,0.6588,0.091,,0,none,
223-222@627-s7t-pn5,Starbucks,40.720987,-73.847343,Restaurants and Other Eating Places,Snack and Nonalcoholic Beverage Bars,Queens,114,0.9228,0.887,0.777,0.7215,0.6963,0.38,,0,none,
22w-222@627-s7r-z9f,Costa Verde,40.742313,-73.867921,Restaurants and Other Eating Places,Full-Service Restaurants,Queens,70,0.8425,0.8765,-0.733,0.625,0.6842,-0.836,,0,none,
224-224@627-wh2-mtv,Poetica Coffee,40.659411,-73.981371,Restaurants and Other Eating Places,Snack and Nonalcoholic Beverage Bars,Brooklyn,84,0.8472,0.9267,-2.344,0.622,0.782,-2.49,,0,none,
225-224@627-s6d-dgk,Barra Payan,40.829937,-73.94014,Restaurants and Other Eating Places,Full-Service Restaurants,Manhattan,257,0.7931,0.8999,-2.673,0.5661,0.6827,-1.533,,0,none,
226-222@627-tmm-vcq,Dollar Value Liquidations,40.587343,-73.813817,"General Merchandise Stores, including Warehouse Clubs and Supercenters",All Other General Merchandise Stores,Queens,180,0.9787,0.928,1.097,0.8542,0.7518,1.491,,0,none,
zzy-224@627-vvd-sbk,Staten Island Fishing Club,40.557526,-74.114971,Civic and Social Organizations,Civic and Social Organizations,Staten Island,90,0.7793,0.7368,0.711,0.6111,0.5508,0.634,,0,none,
